type,status,type,date,ticker,purchase_price,amount,title,industry,country,sum,current_price,current_sum,change,profit,fixed_profit,share,price_ev_w,price_pe_w,price_ps_w
"purchase,open,Stock,24.02.2025,KO,""67,45"",1,Coca-Cola Co,Consumer Staples,United States,""67,45"",""59,2168766"",""59,2168766"",""-12,21%"",""-8,2331234"",-1,""76,01%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,03.03.2025,AIR.PA,""170,32"",""0,088069"",Airbus SE,Industrials,France,""14,99991208"",""179,78"",""15,83304482"",""5,55%"",""0,83313274"",,""100,00%"",""0,4"",""0,4"",""0,2"""
"purchase,closed,Stock,03.03.2025,RHM.DE,1124,""0,013345"",Rheinmetall AG,Industrials,Germany,""14,99978"",,,,,,,""0,4"",""0,4"",""0,2"""
"purchase,open,Stock,03.03.2025,LMT,""431,95"",""0,034726"",Lockheed Martin Corp,Industrials,United States,""14,9998957"",""391,0854542"",""13,58083348"",""-9,46%"",""-1,419062217"",,""58,45%"",""0,4"",""0,4"",""0,2"""
"purchase,open,Stock,03.03.2025,KO,""68,13"",""0,220167"",Coca-Cola Co,Consumer Staples,United States,""14,99997771"",""59,2168766"",""13,03760207"",""-13,08%"",""-1,96237564"",,""16,74%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,03.03.2025,BTI,""37,72"",""0,530222"",BRITISH AMERICAN TOBACCO PLC ADS Common Stock,Consumer Staples,United Kingdom,""19,99997384"",4094,""2170,728868"",""10753,66%"",""2150,728894"",,""100,00%"",""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,01.04.2025,KO,,,Coca-Cola Co,Consumer Staples,United States,""0,42"",,,,,,,""0,3"",""0,4"",""0,3"""
,,,,,,,,,,,,,,,,,,,
"purchase,closed,Stock,02.04.2025,RHM.DE,1310,""0,000763"",Rheinmetall AG,Industrials,Germany,""0,99953"",,,,,,,""0,4"",""0,4"",""0,2"""
"purchase,closed,Stock,02.04.2025,RHM.DE,1313,""0,00498"",Rheinmetall AG,Industrials,Germany,""6,53874"",,,,,,,""0,4"",""0,4"",""0,2"""
"purchase,open,Stock,02.04.2025,VIB3.F,18,""0,11"",Villeroy & Boch AG,Consumer Discretionary,Germany,""1,98"",""17,1"",""1,881"",""-5,00%"",""-0,099"",,""21,53%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.04.2025,WMT,""82,7"",""0,036275"",Walmart Inc,Consumer Staples,United States,""2,9999425"",""83,2418132"",""3,019596774"",""0,66%"",""0,01965427383"",,""23,68%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.04.2025,COST,""887,4"",""0,00338"",Costco Wholesale Corp,Consumer Staples,United States,""2,999412"",""809,6892888"",""2,736749796"",""-8,76%"",""-0,2626622039"",,""22,86%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.04.2025,NVDA,""100,26"",""0,019948"",NVIDIA Corp,Information Technology,United States,""1,99998648"",""149,4455774"",""2,981140378"",""49,06%"",""0,981153898"",,""19,33%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.04.2025,BRK-B,""493,9"",""0,008098"",Berkshire Hathaway Inc Class B,Financials,United States,""3,9996022"",""431,7278532"",""3,496132155"",""-12,59%"",""-0,5034700448"",,""15,05%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,02.04.2025,MSFT,""351,65"",""0,005687"",Microsoft Corp,Information Technology,United States,""1,99983355"",""434,9122946"",""2,473346219"",""23,68%"",""0,4735126694"",,""24,95%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.04.2025,MCD,""289,05"",""0,010378"",McDonald's Corp,Consumer Discretionary,United States,""2,9997609"",""269,1239236"",""2,792968079"",""-6,89%"",""-0,2067928209"",,""21,58%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.04.2025,KO,""66,39"",""0,030125"",Coca-Cola Co,Consumer Staples,United States,""1,99999875"",""59,2168766"",""1,783908408"",""-10,80%"",""-0,2160903424"",,""2,29%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.04.2025,HDB,61,""0,032786"",HDFC Bank Ltd,Financials,India,""1,999946"",60,""1,96716"",""-1,64%"",""-0,032786"",,""17,67%"",""0,0"",""0,7"",""0,3"""
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,24.04.2025,AIR.PA,,,Airbus SE,Industrials,France,""0,19"",,,,,,,""0,4"",""0,4"",""0,2"""
"selling,closed,Stock,30.04.2025,RHM.DE,1479,""0,019088"",Rheinmetall AG,Industrials,Germany,""28,231152"",,,,,""5,693102"",,""0,4"",""0,4"",""0,2"""
,,,,,,,,,,,,,,,,,,,
"purchase,open,Stock,02.05.2025,VIB3.F,""17,8"",""0,112359"",Villeroy & Boch AG,Consumer Discretionary,Germany,""1,9999902"",""17,1"",""1,9213389"",""-3,93%"",""-0,0786513"",,""21,99%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.05.2025,WMT,""87,06"",""0,034458"",Walmart Inc,Consumer Staples,United States,""2,99991348"",""83,2418132"",""2,868346399"",""-4,39%"",""-0,1315670808"",,""22,50%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.05.2025,COST,""895,1"",""0,003351"",Costco Wholesale Corp,Consumer Staples,United States,""2,9994801"",""809,6892888"",""2,713268807"",""-9,54%"",""-0,2862112932"",,""22,66%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.05.2025,NVDA,""100,18"",""0,029946"",NVIDIA Corp,Information Technology,United States,""2,99999028"",""149,4455774"",""4,475297261"",""49,18%"",""1,475306981"",,""29,02%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.05.2025,SBUX,""73,42"",""0,02724"",Starbucks Corp,Consumer Discretionary,United States,""1,9999608"",""75,6970046"",""2,061986405"",""3,10%"",""0,0620256053"",,""29,45%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.05.2025,BRK-B,""474,2"",""0,006326"",Berkshire Hathaway Inc Class B,Financials,United States,""2,9997892"",""431,7278532"",""2,731110399"",""-8,96%"",""-0,2686788007"",,""11,76%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,02.05.2025,KO,""62,9"",""0,015898"",Coca-Cola Co,Consumer Staples,United States,""0,9999842"",""59,2168766"",""0,9414299042"",""-5,86%"",""-0,05855429581"",,""1,21%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.05.2025,MSFT,""383,7"",""0,005212"",Microsoft Corp,Information Technology,United States,""1,9998444"",""434,9122946"",""2,266762879"",""13,35%"",""0,2669184795"",,""22,86%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.05.2025,MCD,""274,55"",""0,010926"",McDonald's Corp,Consumer Discretionary,United States,""2,9997333"",""269,1239236"",""2,940447989"",""-1,98%"",""-0,05928531075"",,""22,72%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.05.2025,HDB,65,""0,046153"",HDFC Bank Ltd,Financials,India,""2,999945"",60,""2,76918"",""-7,69%"",""-0,230765"",,""24,87%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,02.05.2025,AAPL,""174,84"",""0,114351"",Apple Inc,Information Technology,United States,""19,99312884"",""199,2550476"",""22,78501395"",""13,96%"",""2,791885108"",-1,""80,13%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.05.2025,NESN.SW,""94,89"",""0,126462"",Nestle SA,Consumer Staples,Switzerland,""11,99997918"",""79,82102772"",""10,09432681"",""-15,88%"",""-1,905652372"",-1,""33,27%"",""0,3"",""0,4"",""0,3"""
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,07.05.2025,BTI,,,BRITISH AMERICAN TOBACCO PLC ADS Common Stock,Consumer Staples,United Kingdom,""0,29"",,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,14.05.2025,VIB3.F,,,Villeroy & Boch AG,Consumer Discretionary,Germany,""0,15"",,,,,,,""0,2"",""0,4"",""0,4"""
"purchase,dividend,Stock,16.05.2025,COST,,,Costco Wholesale Corp,Consumer Staples,United States,0,,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,27.05.2025,WMT,,,Walmart Inc,Consumer Staples,United States,""0,01"",,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,30.05.2025,SBUX,,,Starbucks Corp,Consumer Discretionary,United States,""0,01"",,,,,,,""0,2"",""0,4"",""0,4"""
,,,,,,,,,,,,,,,,,,,
"purchase,open,Stock,02.06.2025,AAPL,""174,66"",""0,01145"",Apple Inc,Information Technology,United States,""1,999857"",""199,2550476"",""2,281470295"",""14,08%"",""0,281613295"",,""8,02%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.06.2025,NESN.SW,""93,35"",""0,021424"",Nestle SA,Consumer Staples,Switzerland,""1,9999304"",""79,82102772"",""1,710085698"",""-14,49%"",""-0,2898447021"",,""5,64%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.06.2025,VIB3.F,""16,55"",""0,120845"",Villeroy & Boch AG,Consumer Discretionary,Germany,""1,99998475"",""17,1"",""2,0664495"",""3,32%"",""0,06646475"",,""23,66%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.06.2025,WMT,""86,24"",""0,034786"",Walmart Inc,Consumer Staples,United States,""2,99994464"",""83,2418132"",""2,895649714"",""-3,48%"",""-0,104294926"",,""22,71%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.06.2025,COST,""918,5"",""0,003266"",Costco Wholesale Corp,Consumer Staples,United States,""2,999821"",""809,6892888"",""2,644445217"",""-11,85%"",""-0,3553757828"",,""22,09%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.06.2025,NVDA,""119,12"",""0,025184"",NVIDIA Corp,Information Technology,United States,""2,99991808"",""149,4455774"",""3,763637421"",""25,46%"",""0,7637193412"",,""24,40%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.06.2025,SBUX,""73,45"",""0,027229"",Starbucks Corp,Consumer Discretionary,United States,""1,99997005"",""75,6970046"",""2,061153738"",""3,06%"",""0,06118368825"",,""29,44%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.06.2025,KO,""62,64"",""0,015964"",Coca-Cola Co,Consumer Staples,United States,""0,99998496"",""59,2168766"",""0,945338218"",""-5,46%"",""-0,05464674196"",,""1,21%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.06.2025,BRK-B,""438,55"",""0,00684"",Berkshire Hathaway Inc Class B,Financials,United States,""2,999682"",""431,7278532"",""2,953018516"",""-1,56%"",""-0,04666348411"",,""12,71%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,02.06.2025,MSFT,""403,65"",""0,004954"",Microsoft Corp,Information Technology,United States,""1,9996821"",""434,9122946"",""2,154555507"",""7,74%"",""0,1548734074"",,""21,73%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.06.2025,MCD,""272,9"",""0,010993"",McDonald's Corp,Consumer Discretionary,United States,""2,9999897"",""269,1239236"",""2,958479292"",""-1,38%"",""-0,04151040787"",,""22,86%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.06.2025,HDB,66,""0,045454"",HDFC Bank Ltd,Financials,India,""2,999964"",60,""2,72724"",""-9,09%"",""-0,272724"",,""24,49%"",""0,0"",""0,7"",""0,3"""
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,12.06.2025,MSFT,,,Microsoft Corp,Information Technology,United States,""0,01"",,,,,,,""0,2"",""0,3"",""0,5"""
"purchase,dividend,Stock,16.06.2025,MCD,,,McDonald's Corp,Consumer Discretionary,United States,""0,02"",,,,,,,""0,2"",""0,4"",""0,4"""
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,27.06.2025,LMT,,,Lockheed Martin Corp,Industrials,United States,""0,06"",,,,,,,""0,4"",""0,4"",""0,2"""
