type,status,type,date,ticker,purchase_price,amount,title,industry,country,sum,current_price,current_sum,change,profit,fixed_profit,share,price_ev_w,price_pe_w,price_ps_w
"purchase,open,Stock,24.02.2025,KO,""67,45"",1,Coca-Cola Co,Consumer Staples,United States,""67,45"",""59,2168766"",""59,2168766"",""-12,21%"",""-8,2331234"",-1,""76,01%"",""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,01.07.2025,KO,,,Coca-Cola Co,Consumer Staples,United States,""0,41"",,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.07.2025,AAPL,178,""0,011235"",Apple Inc,Information Technology,United States,""1,99983"",""199,2550476"",""2,23863046"",""11,94%"",""0,2388004598"",,""7,87%"",""0,2"",""0,3"",""0,5"""
,,,,,,,,,,,,,,,,,,,
"purchase,open,Stock,02.07.2025,NESN.SW,""84,92"",""0,035327"",Nestle SA,Consumer Staples,Switzerland,""2,99996884"",""79,82102772"",""2,819837446"",""-6,00%"",""-0,1801313937"",,""9,29%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.07.2025,VIB3.F,""18,1"",""0,110497"",Villeroy & Boch AG,Consumer Discretionary,Germany,""1,9999957"",""17,1"",""1,8894987"",""-5,52%"",""-0,110497"",,""21,63%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.07.2025,WMT,""83,27"",""0,036027"",Walmart Inc,Consumer Staples,United States,""2,99996829"",""83,2418132"",""2,998952804"",""-0,03%"",""-0,001015485844"",,""23,52%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.07.2025,COST,""837,3"",""0,003582"",Costco Wholesale Corp,Consumer Staples,United States,""2,9992086"",""809,6892888"",""2,900307032"",""-3,30%"",""-0,09890156752"",,""24,23%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.07.2025,NVDA,""132,2"",""0,015128"",NVIDIA Corp,Information Technology,United States,""1,9999216"",""149,4455774"",""2,260812695"",""13,05%"",""0,2608910949"",,""14,66%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.07.2025,SBUX,""80,22"",""0,024931"",Starbucks Corp,Consumer Discretionary,United States,""1,99996482"",""75,6970046"",""1,887202022"",""-5,64%"",""-0,1127627983"",,""26,96%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.07.2025,BRK-B,""410,7"",""0,007304"",Berkshire Hathaway Inc Class B,Financials,United States,""2,9997528"",""431,7278532"",""3,15334024"",""5,12%"",""0,1535874398"",,""13,57%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,02.07.2025,KO,""60,55"",""0,016515"",Coca-Cola Co,Consumer Staples,United States,""0,99998325"",""59,2168766"",""0,977966717"",""-2,20%"",""-0,02201653295"",,""1,26%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,02.07.2025,MSFT,""418,2"",""0,004782"",Microsoft Corp,Information Technology,United States,""1,9998324"",""434,9122946"",""2,079750593"",""4,00%"",""0,07991819278"",,""20,98%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,02.07.2025,MCD,""249,7"",""0,012014"",McDonald's Corp,Consumer Discretionary,United States,""2,9998958"",""269,1239236"",""3,233254818"",""7,78%"",""0,2333590181"",,""24,98%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,02.07.2025,HDB,65,""0,046153"",HDFC Bank Ltd,Financials,India,""2,999945"",60,""2,76918"",""-7,69%"",""-0,230765"",,""24,87%"",""0,0"",""0,7"",""0,3"""
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,03.07.2025,NVDA,,,NVIDIA Corp,Information Technology,United States,0,,,,,,,""0,2"",""0,3"",""0,5"""
"purchase,dividend,Stock,01.08.2025,BTI,,,BRITISH AMERICAN TOBACCO PLC ADS Common Stock,Consumer Staples,United Kingdom,""0,28"",,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,04.08.2025,AAPL,""176,3"",""0,005672"",Apple Inc,Information Technology,United States,""0,9999736"",""199,2550476"",""1,13017463"",""13,02%"",""0,13020103"",,""3,97%"",""0,2"",""0,3"",""0,5"""
,,,,,,,,,,,,,,,,,,,
"purchase,open,Stock,04.08.2025,NESN.SW,""76,18"",""0,196902"",Nestle SA,Consumer Staples,Switzerland,""14,99999436"",""79,82102772"",""15,71692"",""4,78%"",""0,7169256401"",,""51,80%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,04.08.2025,VIB3.F,""17,5"",""0,057142"",Villeroy & Boch AG,Consumer Discretionary,Germany,""0,999985"",""17,1"",""0,9771282"",""-2,29%"",""-0,0228568"",,""11,19%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,04.08.2025,WMT,""86,12"",""0,011611"",Walmart Inc,Consumer Staples,United States,""0,99993932"",""83,2418132"",""0,9665206931"",""-3,34%"",""-0,03341862693"",,""7,58%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,04.08.2025,COST,""827,9"",""0,001207"",Costco Wholesale Corp,Consumer Staples,United States,""0,9992753"",""809,6892888"",""0,9772949716"",""-2,20%"",""-0,02198032842"",,""8,16%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,04.08.2025,NVDA,""153,84"",""0,013"",NVIDIA Corp,Information Technology,United States,""1,99992"",""149,4455774"",""1,942792506"",""-2,86%"",""-0,0571274938"",,""12,60%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,04.08.2025,SBUX,""76,4"",""0,013089"",Starbucks Corp,Consumer Discretionary,United States,""0,9999996"",""75,6970046"",""0,9907980932"",""-0,92%"",""-0,009201506791"",,""14,15%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,04.08.2025,LMT,""364,65"",""0,024681"",Lockheed Martin Corp,Industrials,United States,""8,99992665"",""391,0854542"",""9,652380095"",""7,25%"",""0,6524534451"",,""41,55%"",""0,4"",""0,4"",""0,2"""
"purchase,open,Stock,04.08.2025,BRK-B,""396,1"",""0,025246"",Berkshire Hathaway Inc Class B,Financials,United States,""9,9999406"",""431,7278532"",""10,89940138"",""8,99%"",""0,8994607819"",,""46,91%"",""0,0"",""0,7"",""0,3"""
"purchase,open,Stock,04.08.2025,KO,""59,15"",""0,016906"",Coca-Cola Co,Consumer Staples,United States,""0,9999899"",""59,2168766"",""1,001120516"",""0,11%"",""0,0011306158"",,""1,29%"",""0,3"",""0,4"",""0,3"""
"purchase,open,Stock,04.08.2025,MSFT,""462,75"",""0,00216"",Microsoft Corp,Information Technology,United States,""0,99954"",""434,9122946"",""0,9394105563"",""-6,02%"",""-0,06012944366"",,""9,48%"",""0,2"",""0,3"",""0,5"""
"purchase,open,Stock,04.08.2025,MCD,""264,05"",""0,003787"",McDonald's Corp,Consumer Discretionary,United States,""0,99995735"",""269,1239236"",""1,019172299"",""1,92%"",""0,01921494867"",,""7,87%"",""0,2"",""0,4"",""0,4"""
"purchase,open,Stock,04.08.2025,HDB,""66,5"",""0,015037"",HDFC Bank Ltd,Financials,India,""0,9999605"",60,""0,90222"",""-9,77%"",""-0,0977405"",,""8,10%"",""0,0"",""0,7"",""0,3"""
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"purchase,dividend,Stock,14.08.2025,AAPL,,,Apple Inc,Information Technology,United States,""0,02"",,,,,,,""0,2"",""0,3"",""0,5"""
"purchase,dividend,Stock,15.08.2025,COST,,,Costco Wholesale Corp,Consumer Staples,United States,""0,01"",,,,,,,""0,3"",""0,4"",""0,3"""
"purchase,dividend,Stock,21.08.2025,HDB,,,HDFC Bank Ltd,Financials,India,""0,08"",,,,,,,""0,0"",""0,7"",""0,3"""
"purchase,dividend,Stock,29.08.2025,SBUX,,,Starbucks Corp,Consumer Discretionary,United States,""0,03"",,,,,,,""0,2"",""0,4"",""0,4"""
,,,,,,,,,,,,,,,,,,,
